Id,y
900,-41.0182095905932442292396444827318191528320312500000000000000000000000000000000000000000000000000000000
901,-17.9473093739673856816807528957724571228027343750000000000000000000000000000000000000000000000000000000
902,80.1847837455018890295832534320652484893798828125000000000000000000000000000000000000000000000000000000
903,-14.0179327019629624828667147085070610046386718750000000000000000000000000000000000000000000000000000000
904,-10.4989192956987213989350493648089468479156494140625000000000000000000000000000000000000000000000000000
905,14.2583081840860312894392336602322757244110107421875000000000000000000000000000000000000000000000000000
906,10.4948044000609712611549184657633304595947265625000000000000000000000000000000000000000000000000000000
907,125.3388201943271695881776395253837108612060546875000000000000000000000000000000000000000000000000000000
908,-1.3940971351923090448821085374220274388790130615234375000000000000000000000000000000000000000000000000
909,54.7545949401676566026253567542880773544311523437500000000000000000000000000000000000000000000000000000
910,49.2419626767333440398033417295664548873901367187500000000000000000000000000000000000000000000000000000
911,49.8070221146032494630162545945495367050170898437500000000000000000000000000000000000000000000000000000
912,19.0305183938540807275785482488572597503662109375000000000000000000000000000000000000000000000000000000
913,39.9809557348502693230329896323382854461669921875000000000000000000000000000000000000000000000000000000
914,114.0180334305111102821683743968605995178222656250000000000000000000000000000000000000000000000000000000
915,8.4604099562822199231959530152380466461181640625000000000000000000000000000000000000000000000000000000
916,92.0572494349391092782752821221947669982910156250000000000000000000000000000000000000000000000000000000
917,0.8123156848503079174861341016367077827453613281250000000000000000000000000000000000000000000000000000
918,81.2863987195949704300801386125385761260986328125000000000000000000000000000000000000000000000000000000
919,90.4669478955378707496493007056415081024169921875000000000000000000000000000000000000000000000000000000
920,8.0775597750847030198428910807706415653228759765625000000000000000000000000000000000000000000000000000
921,-18.0694857530592969396820990368723869323730468750000000000000000000000000000000000000000000000000000000
922,14.4253303070236107430446281796321272850036621093750000000000000000000000000000000000000000000000000000
923,138.9412664562648842547787353396415710449218750000000000000000000000000000000000000000000000000000000000
924,5.0306550752419507688273370149545371532440185546875000000000000000000000000000000000000000000000000000
925,96.1709525797341626685010851360857486724853515625000000000000000000000000000000000000000000000000000000
926,103.3292071982571798116623540408909320831298828125000000000000000000000000000000000000000000000000000000
927,3.5595987902372812072826491203159093856811523437500000000000000000000000000000000000000000000000000000
928,-8.5604777198777934898998864809982478618621826171875000000000000000000000000000000000000000000000000000
929,133.0643370048366023183916695415973663330078125000000000000000000000000000000000000000000000000000000000
930,5.7763386998339925071377365384250879287719726562500000000000000000000000000000000000000000000000000000
931,145.9588728546544302844267804175615310668945312500000000000000000000000000000000000000000000000000000000
932,23.5128869296034608282752742525190114974975585937500000000000000000000000000000000000000000000000000000
933,-57.3717891727625399767021008301526308059692382812500000000000000000000000000000000000000000000000000000
934,113.3194682908581256697289063595235347747802734375000000000000000000000000000000000000000000000000000000
935,106.0288309763201510804719873704016208648681640625000000000000000000000000000000000000000000000000000000
936,17.8245048251422524288045678986236453056335449218750000000000000000000000000000000000000000000000000000
937,29.0801086030714017738318943884223699569702148437500000000000000000000000000000000000000000000000000000
938,-58.2418280251290454430090903770178556442260742187500000000000000000000000000000000000000000000000000000
939,42.9296425527477225614347844384610652923583984375000000000000000000000000000000000000000000000000000000
940,15.7430431000251545015089504886418581008911132812500000000000000000000000000000000000000000000000000000
941,36.2080725240696068567558540962636470794677734375000000000000000000000000000000000000000000000000000000
942,98.6423373917179304726232658140361309051513671875000000000000000000000000000000000000000000000000000000
943,195.0378851094986316638824064284563064575195312500000000000000000000000000000000000000000000000000000000
944,20.7080057133202153352158347843214869499206542968750000000000000000000000000000000000000000000000000000
945,-30.6593277083460726828434417257085442543029785156250000000000000000000000000000000000000000000000000000
946,98.9532232507636564378117327578365802764892578125000000000000000000000000000000000000000000000000000000
947,131.0933085117464997892966493964195251464843750000000000000000000000000000000000000000000000000000000000
948,39.2877627859623999029281549155712127685546875000000000000000000000000000000000000000000000000000000000
949,39.0841664014428502582632063422352075576782226562500000000000000000000000000000000000000000000000000000
950,99.9659322413074278301792219281196594238281250000000000000000000000000000000000000000000000000000000000
951,129.2341339557640367274871096014976501464843750000000000000000000000000000000000000000000000000000000000
952,140.5108882473462017514975741505622863769531250000000000000000000000000000000000000000000000000000000000
953,61.6905718566984475614844996016472578048706054687500000000000000000000000000000000000000000000000000000
954,-1.9959032702710135520618450755137018859386444091796875000000000000000000000000000000000000000000000000
955,44.8786379204093961448052141349762678146362304687500000000000000000000000000000000000000000000000000000
956,-12.3795770041766530766835785470902919769287109375000000000000000000000000000000000000000000000000000000
957,41.5645362433069180951861198991537094116210937500000000000000000000000000000000000000000000000000000000
958,-2.8183232432620388685506895853905007243156433105468750000000000000000000000000000000000000000000000000
